NCX_E50	NCX_E70	NCX_E80	NCX_E90	NCX_E120	NCX_0M	NCX_3M	NCX_12M	NCX_48M	HP_E50	HP_E70	HP_E80	HP_E90	HP_E120	HP_0M	HP_3M	HP_12M	HP_48M	AM_E50	AM_E70	AM_E80	AM_E90	AM_E120	AM_0M	AM_3M	AM_12M	AM_48M	BG_E50	BG_E70	BG_E80	BG_E90	BG_E120	BG_0M	BG_3M	BG_12M	BG_48M	TH_E70	TH_E80	TH_E90	TH_E120
LRRTM2	LPL	LOC100423098	TMCC3	C13orf36	CPLX1	LOC713375	LOC100423442	MTRR	LOC697661	SST	HOPX	SERPINB13	GJA1	KCNG3	ZC3HC1	CPB1	INTS4	LOC697160	LOC715993	C13orf15	STXBP3	EDNRB	LPGAT1	C1QL2	MOXD1	OPALIN	LOC100430777	TMEM176B	PRSS35	GREM1	C15H9orf24	PREX2	CES2	MAN2A1	ACTA2	HEY2	LOC713016	COBLL1	MYBPC1
FAM49A	LOC100430565	LNX1	LOC704858	GABBR2	C8H8orf46	KCNS1	MPP7	IL4R	JAKMIP1	NEFM	ATXN1	LOC712938	LOC100424959	DLD	LOC714749	CTNNA2	HSPA8	THBS1	MT1E	CD36	SLC39A12	CHN1	CNTNAP1	UGT8	P2RX7	BCAS1	PDGFRA	COL19A1	LOC699626	LOC709223	TMPRSS5	TRAPPC1	ITGA2	GPR34	PAMR1	LITAF	C1GALT1	SRGN	P2RX7
NEUROD2	GRM3	ITPR2	LPAR4	SGK3	LOC702233	EFHD1	DDX26B	OGN	LOC708755	CAMK4	LOC709676	SCAPER	LOC709676	GRIA3	CDCA2	CPEB1	GABRA5	SLC24A2	NOTCH2	MTMR2	SNAI2	ALK	SAMD8	LOC100423915	ANKRD18A	LOC100428051	ANKRD29	SLC12A5	MED23	SIKE1	LOC716031	SLC4A10	CDK6	NDRG1	LOC722738	LOC706574	AQP4	DGKH	LPL
FAM181B	ZBTB38	GABRA2	NCOA1	LOC712710	STXBP1	CNDP1	PTK2B	GLOD4	CRYAB	NTN4	PTPLAD2	ELF5	DHX58	HMGCLL1	LOC704858	LOC100429592	CNDP1	ITGA8	LOC708681	ATP2B4	SYCP3	PAQR8	LOC697570	VIT	ZNF431	ENPP2	GABBR2	DTNA	CYBRD1	LOC100428051	CCR1	IRAK3	NRGN	ISM1	LOC697272	RSPO2	IFIT2	SAP30	TMCC3
KCNQ5	THBS1	LOC721138	LOC713636	LOC100425626	MOBP	SEPT4	LOC706859	AKR1C1	CRYGA	SEPT6	ACVR1C	LOC719201	FAM107A	CNTNAP1	LOC712599	NPY2R	LOC708095	NFIB	KCNV1	DGKB	LOC699219	LOC707227	LOC703104	C11orf17	ANGPT2	GREB1L	STK32A	GFRA1	EIF1AX	FZD10	LRRC48	S100A1	NMRK1	CASD1	LOC709889	VCAM1	DTNA	GRIK1	LOC702072
SLC24A2	NRG1	GABRB1	SNRNP48	CDK5R2	PTGS2	FGF1	DDX24	SPG20	ERBB4	LOC100428777	RASSF8	RFXAP	IGF1	MICAL2	LOC721178	GPR34	RGS5	PABPC1	KLF4	MYRIP	LOC100425851	LOC709676	PAQR8	RASL10A	LOC708933	PDE8A	AKAP2	MYBPC1	SSPN	RGN	AGR3	ARPP21	FGF1	XRN1	CRABP1	SLC7A11	LOC703155	ZCCHC11	AK4
FRMD3	MN1	PTCHD1	C5H4orf33	RCAN2	SLC12A5	SPAG5	GSTM2	ZFYVE16	NTS	ARHGAP20	STK17B	ABI1	LOC714407	MOG	VAPB	TRPM3	LOC710307	CLMP	PAQR8	SGPP2	SAP30	EPB41L2	GPR158	RBM25	CD48	SLC36A4	SGPP2	LOC710801	KLF12	KIAA1024	HAPLN1	TRIM22	PAIP2B	LOC721024	LOC718166	SMTNL2	SLC30A4	CTTNBP2	SLC6A1
LOC693361	SLC8A3	SYNPR	FEM1C	MFAP3L	MEOX1	CREBRF	ANLN	NKX3.1	NEFL	C1QL2	PABPC1	LOC713636	NKX1.2	GLRB	BHLHE40	LOC100430777	CHID1	SOX8	LOC707075	LOC100429378	TMCC3	EGR2	LOC699173	KLK6	BHMT	LDB3	ALDH1L2	GDPD2	LPAR5	LOC708263	DTNA	SGPP2	NKIRAS1	LOC694854	KIAA0748	UNC5D	IGIP	MTAP	CES2
LOC705767	DLX2	ZNF281	LIG4	GDF10	NCEH1	LOC100425879	CEP44	LOC716978	KLF7	LOC100427444	LOC100425879	C5H4orf33	LOC712710	RERGL	TMEM125	LOC707432	PSMC4	ARHGAP18	LOC696317	LOC703140	ARL11	CCDC80	AMY2B	EPHX2	CORO1C	LOC693573	LOC698057	C1H1orf95	RGS10	LOC716225	AQP4	SUCLA2	RGN	SV2C	NQO1	TRH	LRRC8B	LRP2	RORB
L1CAM	CHL1	SLC10A4	ZNF638	SV2B	C1QL3	CD300E	IQCA1	CLIC4	GRIN3A	CADM2	KLF12	LOC100425851	IGSF1	MPP4	CD38	LOC100423085	NDUFA2	NEUROD2	PLP1	LOC697760	NCOA2	CXCL14	MED23	CMTM5	STOM	ACVR1C	LOC100425713	SPHKAP	LOC100428777	ELOVL2	LOC721138	RRAGB	KIAA0748	COCH	SEPT4	GALNT14	LOC716409	TMX3	SERPINA3
NEFM	SCD5	LOC706574	BHMT	GPR37	BDNF	RASSF5	PLEKHM3	NQO1	AVIL	LMO3	DACH1	LIG4	DSCAM	MED23	LOC698144	ACVR1C	PLA2G5	CBLN4	SGMS2	IFIT2	CRTAC1	AK4	P2RY12	FOLH1	HYOU1	RCN2	RPRM	IGF1	LOC100425879	ARMCX3	EPB41L2	STXBP1	ARPP19	TGIF1	CHI3L1	ALK	DCN	CCBE1	CNTNAP1
TMCC3	LOC715581	GPR12	SEMA3D	MYO16	LRRTM3	FHL2	LOC719614	HHIP	LOC100423985	SCN1A	CAT	SNAI2	LOC700098	LOC100428544	P2RY10	LOC695383	LOC719555	CAMK4	APOE	DCN	ZCCHC11	FBLN5	TMED5	MMP16	LOC705387	PRKACB	ROBO1	KCNJ10	LOC709676	RFXAP	A2M	LOC702233	WIPF3	NEDD4	S1PR5	FAM198B	AK4	ZNF721	LOC100430346
LOC715864	S100B	NXPH2	SERPINB13	NTRK2	BSN	TNFSF13B	LOC708874	TSPAN6	LOC700636	MOXD1	TIMP3	NR3C1	OGN	STXBP1	CACNA2D4	ACTC1	HINT1	LOC100425106	LOC712600	GPR12	PNRC1	IGF1	HPCAL4	RORB	PPP4R2	LOC710307	CLMP	LOC706574	LOC703781	SCN1A	FOLR2	GRIA3	PON3	CD109	TRIM5	CPLX1	PEX3	CD109	LOC705639
ARRDC4	RGS20	ANO3	PYGO1	AK5	LOC100425025	HLF	LOC100429646	G0S2	LOC100430777	MATN2	ABCA8	COL1A1	LOC100423462	LOC703544	FERMT1	SLC15A2	LOC701501	GAD2	NT5E	PKD1	IFI44L	ANKRD34C	TMEM38B	NKIRAS1	CENPJ	ARHGAP36	LOC712579	LGALS1	RORB	LOC716334	SLC15A2	FBXO32	CD52	TBC1D15	TLR4	LOC708205	LOC100429880	EPHA6	LOC698067
ANKRD44	LGALS1	LOC721986	RGN	CA10	KIAA0748	MYBPC1	HSPB6	PTPN4	DCLK1	NIM1	NECAB1	GREM1	LOC100428769	SGSM1	BEST3	LOC697915	SLC8A1	DCN	LOC709535	ANGPT1	FAM102B	CX3CR1	STAT1	CREBRF	LOC100424543	LCA5L	FOXO1	SCRG1	LOC100429705	CST3	CLDN11	WIF1	SCIN	LOC716031	CNTNAP5	MT1E	SPOCK1	CST3	SYT6
ANKRD29	PLXNA4	BAALC	CTAGE5	LOC713917	COCH	CES2	LOC697825	RET	SLC24A3	LOC695412	PTGFR	LOC722115	GDF10	NRGN	ESR1	NEFM	PER1	LOC100430346	PRSS35	PCSK2	LOC718187	GPR158	TRMT11	TMEM125	UMODL1	FAM169A	GAD1	HEPACAM	PDE10A	AIFM3	SPAG16	CAMK4	LOC704204	F5	LPAR3	MUC4	SYNPR	UGDH	NPTX2
BAI3	PID1	CD36	KRT20	FAM107A	MEPE	SEC14L5	NME7	SYT2	HIVEP3	CDH9	RUFY3	WDR35	SYNPO	NFKBIZ	LOC100423915	DNAJB6	CHST12	PRICKLE2	SYBU	PVRL3	PRKAA2	LOC697661	LOC100428544	NUDT7	CA12	ABCA8	CSRNP3	C1QL2	MIB1	MTAP	GREM1	LOC712407	CBX7	HNMT	PDE6H	LRRTM1	CACNB4	RFXAP	CCDC80
SNAP91	HEPACAM	NXPH1	LOC708205	PKIB	SOSTDC1	MAG	LOC721986	PLS1	SNAP91	PRSS35	LOC100425713	ARL11	ICAM1	SLC25A32	PLEKHA2	LOC697794	PSMC3	LOC698057	C20orf103	LOC100428777	NAA20	GAD2	LOC707387	CSRP1	TMEM2	LOC707198	GRIA2	NT5E	SGOL1	PSMA1	DCDC2	LOC716520	PAQR6	ZMYM6	RSPH1	IGSF11	MARCH3	TANC1	DPYS
PALMD	EIF1AY	LOC716862	LOC716031	VIP	SLC24A4	PLEKHA2	LGI3	TMEM144	PTPN5	DLX1	RGS20	UNC80	PPP1R1C	LOC715436	MMP16	LOC713110	LOC100423098	PDE1C	TMEM171	PTAR1	SYT16	C5AR1	VIP	SPP1	AKAP12	TMEM159	FAM198B	FAM107A	LOC716319	SERPINI1	TLR4	SLC25A32	C9H10orf120	RERGL	C10orf72	LOC708601	LOC710702	SIKE1	SLC15A2
LOC100424932	PTN	MED23	PTPRU	CNTN1	CAPN14	GJB6	PGM3	ART3	NELL2	FAR2	LOC708067	LOC696983	TGFBR3	VIP	LOC703400	ARHGAP6	PDE1C	LOC704837	NCEH1	LOC703155	CHMP2B	SLC44A3	CRHBP	TEF	LOC710534	ZFYVE16	TNC	LOC708205	LOC100424165	LOC100425851	RASAL1	LOC715436	RPH3A	PCDHB6	LOC722715	FHL2	FAM84A	ETAA1	CLN5
KLF8	STEAP3	TAL2	TMEM100	GRIK1	ACLY	GSN	SLC14A1	ARHGAP36	BDNF	LOC704837	C1GALT1	NOTCH2	NCBP2	LOC709589	NPPA	LOC712753	TMX1	LOC716862	LGALS3	PMP22	RTCD1	MRVI1	MS4A8B	SLC5A11	NDNF	LRRTM1	LOC694815	SCN1A	ZNF800	NCEH1	ANGPT1	TRMT11	LOC715264	PERP	LOC707371	LGI2	GFRA1	PYGO1	GADD45B
PRRG4	LOC707075	ACTN2	SYT16	LOC100429485	LOC716854	HHIP	LOC703104	DNLZ	AK5	HTR2C	PKIB	LOC710257	HIP1	LOC707198	LOC694437	YWHAH	AKAP8L	LOC702072	OSBPL1A	LOC699915	SEC24D	PCNXL2	LOC701145	CDR2	LOC100430969	NDRG1	DCX	CLDN11	CLN5	ELF1	GNB4	LOC100423442	RASGRP3	PHF17	LOC708348	DAAM2	ADRA2A	CES2	LGALS1
LOC696973	TMOD1	PCDH20	LOC100428777	CDH13	LOC710350	RASL10A	EFHD2	LCA5L	PLXNA2	ODZ2	CHRM3	HLF	MPHOSPH8	RRAGB	JUNB	PRRX1	LOC722738	LMO3	GFRA1	IGF1	CNOT2	LOC100425626	CMTM8	LOC100430015	LOC718307	SLC12A2	GRIN2B	GXYLT2	PLSCR4	FLI1	LOC698659	LOC706977	SH2D5	ARID5B	NTN4	PAQR9	FGF11	AGAP1	RNASE6
SYT4	DOK5	ZNF451	GAD2	RORA	SUCLA2	HSPB8	GPC5	TYMS	KCNH7	ZDHHC14	ID4	CTTNBP2	KCNA2	TRIM22	MAMU.DPB	LOC699173	SAMD8	CREG2	S100B	LGALS3	SUPT16H	CARTPT	LOC709616	ARHGAP5	RERGL	ITPRIPL2	GRM3	CARTPT	P2RY12	KCNJ16	SGK3	LOC713855	LOC709786	FGL2	LOC718372	LOC700098	GJA1	DST	GPR12
PHF20L1	LOC710784	CHN2	SFXN1	SYNE1	PION	LOC693729	LOC716986	CLIC2	NEUROD2	S100B	PDE10A	PRRC2C	CDK5R2	CNTN3	LOC100424920	LOC696596	LOC100430928	USP46	ALDOC	PON3	LOC698144	LOC711283	SYTL2	LOC703104	LOC719082	LOC711485	FAM196A	PMP22	IGIP	PDCL	EDNRB	MAG	FOXO4	GPNMB	S100A10	FAM107A	RALGPS2	LRRCC1	SYNM
ANK2	TRPM3	NRXN1	GAD1	GNB4	DNAJB6	WASL	GLIPR1	DHX58	CRYM	GRM3	DIO2	LOC705656	CLN5	DSCAML1	LOC701314	TOLLIP	LOC715264	LOC100424932	PTGER4	LOC704762	GATM	DHX58	LOC710897	LOC710213	TCN2	LOC699332	LOC100428539	LOC697666	LOC704762	CTAGE5	ANXA1	LOC100429804	MAP3K14	ASPA	LOC706290	FGFR3	LOC100426700	GREM1	SPTSSB
LOC717880	SAT1	SPHKAP	DPY19L2	NAPB	TASP1	SLC24A2	ZNF502	S1PR5	MARCH1	PAQR9	RAB31	LOC708263	EGR1	LOC100423442	LILRB1	WWC3	BAIAP2	MRAP2	RNF128	S1PR1	CTSL2	ACTC1	FAM70A	LAMP2	KCNJ2	LOC710350	MORF4L2	PRKCQ	AK4	SPINT2	LOC100428769	ENPP2	PRKCQ	GPR126	HSD17B6	PHGDH	MED13	ZNF462	GRIK1
NDRG1	TOX	PDZRN3	LOC708263	LOC697661	GRIA4	ZNF365	LOC711550	LOC717968	PTPRR	HMP19	ASB7	SAT1	LOC712403	OAS3	METTL7B	MAMU.A	ATF6	AK5	CMPK2	TNFSF13B	LOC710882	ITPR2	LOC709580	LOC714749	ESR1	DOCK10	BCL11B	LOC699459	THRB	KIF13A	HLF	YWHAH	TTPA	PSIP1	PTPN4	MCC	LOC695599	LOC100429414	SOX6
SLC25A27	FREM2	UST	EPHA6	CHN1	LOC100429804	ARPP19	LOC701314	CALD1	RUNX1T1	LOC701932	DDAH1	STYK1	CYGB	DNM1	LOC695645	TMEM2	LOC712568	GLT25D2	MINA	LOC712600	CWF19L1	RGS20	STXBP6	BHLHE40	C14H11orf57	ASB8	ZYG11B	STXBP3	LOC715375	CES2	IL6R	LOC707118	SVOPL	DEK	CYP27A1	LOC703140	NFIB	ARL13B	ITPR2
PPP2R2B	KLF9	LOC678699	RBMS3	DAAM2	ENOPH1	LOC721138	BTNL8	LOC100423814	KLF16	RFTN1	VCAM1	PSMA1	DTNA	MCTP1	COX16	MCF2L2	MTRR	HIVEP3	ECT2	LOC693505	FOLH1	LRP4	RRAGB	FECH	SPATA22	HMMR	LOC100424656	RIT2	ZMYM2	CNOT2	TNRC6B	LOC706051	HRH3	CYBRD1	MECR	NPTX2	ABCA8	LOC708601	SERPINE2
ARL9	LOC695100	CHRM3	LOC697155	CRH	MAMU.A	GADD45B	NKX1.2	CEP290	SLA	LOC100430657	APOE	PPIP5K2	ARHGAP44	TRMT11	GTF2H5	NPTX1	PSMB6	RALGPS2	DNCI1	LOC703781	LOC706480	LOC100430672	FAM105A	CBR3	MUTED	SEMA3C	KCNH7	UNC13C	LOC703155	NQO1	C13H2orf40	GJB6	VMO1	LOC700889	GABRE	LOC712600	PERP	KIAA1024	BMPR1B
LOC708755	LDLRAD4	PEX3	CHMP2B	SCN2A	LOC713191	SYNM	LOC100426406	LOC707738	FAM69A	ANGPT1	MOSC2	AASS	LOC697661	ZNF831	DHX36	RB1CC1	LOC720072	SLC7A14	C1QL2	LOC714309	SRGN	VIP	DOCK10	HSPB8	LOC100429592	ADAMTS1	MAPT	PDE7B	IFT74	SPATA6	LPAR5	RYR3	MAN2B2	KCTD4	CYP26A1	LOC708561	ADAMTS3	COL19A1	LOC714876
EPHA5	LOC698852	KCTD8	SLC16A1	ARHGAP44	DLD	MAP7	SPP1	IFIT2	LOC713545	TGFA	DGKB	MFAP3L	PMP22	SEMA3E	PLA2G3	AQP8	PRELP	USP43	KANK1	APOE	C7H14orf142	LOC712579	PTH2R	COBL	FOLH1	C7orf46	UNC13C	NDRG2	CCR1	LRP2	INHBA	LOC709589	MOG	CEP350	TNFAIP6	SLC35F3	HS3ST1	SPTSSB	HLF
FAM196B	CCDC80	LOC100426615	PDGFRA	KLHL1	TTC7B	LOC713191	LOC709889	SH2D5	LOC100424360	KCND2	HRH1	NAA20	LOC100428333	SCN8A	CD44	ADAMTS1	TMEM59L	LOC707075	KYNU	LOC100429705	LOC714485	RNASE6	LOC712753	SDC4	CDH19	DPYD	CHL1	ARHGEF3	CAT	LOC100429414	LY86	PKM	LOC714749	SESTD1	ANXA4	RASL11B	LOC713911	RBM25	LOC100427581
USP6NL	KANK1	SLCO1C1	FAM102B	LNX1	FCRL3	MCM9	KIF21A	LOC699931	ALDH1L2	LOC716670	GRM3	BCO2	MGARP	LOC100428434	LOC712221	LOC100424692	DSCAML1	SYNPR	AK5	TPBG	LOC713349	TGFBR3	MRVI1	ANXA1	SOX5	IGF2R	LOC699880	NPNT	GJA1	H2AFY2	ARMC3	LOC100428250	RCAN2	PRKG1	ADSL	GDPD2	SLC7A11	TMEM106B	CAST
LOC100425831	SLC15A2	RGS10	RGS4	RAPGEF5	ARHGAP10	FOLH1	BHMT2	ISOC1	LOC715864	GABRB1	PON2	TIMP3	CNTNAP1	HCCS	LOC719205	TBC1D1	FAM108A1	STC1	KCNK10	ALDOC	LOC720960	C13H2orf40	CLK1	LOC712485	OMD	TANC1	FIBIN	TMEM171	VRK2	ARL11	LOC100431004	LOC100424724	BSPRY	STK17B	DOCK5	CBLN4	LOC701314	LOC100429485	GPR153
GABRB1	LOC709676	ATXN1	SCN1A	C8orf34	RAB17	PYGM	GFAP	LDB3	LMO3	SLC12A5	PEX3	JUB	LOC716978	DNAJC12	TMEM144	NKIRAS1	LOC701733	LOC694075	RERG	CNTNAP2	LOC714447	FAM70A	C8orf34	WIPF1	POPDC3	LOC713349	THRB	LOC708681	ZEB2	RALA	LOC715338	LOC707387	RGS4	LOC697020	TUFT1	LOC717747	THSD7A	SERPINB13	LOC715577
SPOCK1	ERBB4	PABPC1	KIAA1024	AIFM3	OTUD4	TMEM125	CSRP1	MUC4	GPR37	RIMBP2	LOC706847	FAM198B	LRRC8B	LOC710209	ADAMTS4	LOC100430015	MRPL47	TBL1Y	LOC695694	ZNF451	RAB3GAP2	COL1A2	RGS10	PLEKHG3	ADAMTS1	MPZL3	SYT4	MRAP2	ATP2B4	ELF5	NAV2	LOC697570	COBL	ATG4C	EFHD1	GFAP	LOC709015	SUPT16H	LOC697272
BHLHE22	CDH11	PTPLAD2	LOC696983	GALNT12	HNRNPH2	LRRK2	BSG	ECHDC1	LOC712238	ALCAM	NEUROD1	ZCCHC11	LOC708716	IRAK3	NTSR2	CRYZ	LOC709665	STYK1	SNX10	VRK2	DOCK7	CNTNAP1	LOC100423442	ZFP106	GPRC5C	CLIC4	LOC708755	CDH13	TMED5	NAA20	TSHR	LOC716453	ADORA1	VRK2	HMMR	EPB41L4B	SSPN	ELOVL2	LPAR1
LOC100430941	ATP1A2	LOC100428219	RALGPS2	LOC100430310	LOC100429692	SIK1	TRIM66	LOC697254	SYT1	LOC100425338	CNTNAP2	FRZB	ADCY1	TRAPPC1	SLC16A5	NDRG1	SPP1	TACR1	STXBP6	S100B	ELOVL2	HLF	NR4A1	ASPA	ST6GALNAC2	TMEM38B	CNTNAP2	LOC719963	ZMYND11	MPP4	DHX58	LOC100430672	CHCHD7	SLC15A2	TMEM144	CARTPT	LOC100430346	GALNTL6	LOC100426170
AUTS2	LPAR4	KLF12	TMEM55A	LOC709676	LOC100427288	LOC713855	FAM162A	LTB	LOC100425589	LOC701270	LOC697760	DLGAP2	TAC1	STAT1	OPALIN	TNFRSF11B	TPRG1L	MXRA5	LOC695986	GJB6	PAPSS2	MGARP	DGKB	THRB	STARD13	DNAJB6	SOX8	ABCA8	SLC30A7	S1PR1	ETV6	CEP104	LOC708681	RXFP1	LOC706521	HEPACAM	LY75	LOC719197	PADI2
STYK1	FGF12	FAM196A	ELF1	PMP22	TUBA4A	MAST3	LOC717104	CD80	LOC711283	SCD5	CD36	IGFBP5	CRAMP1L	LOC100423211	KCTD4	HMGCS2	LOC693947	NPY	NRG1	CDH12	MYBPC1	LOC696036	LOC695694	LOC719220	HAPLN2	LOC715323	LOC700636	SCG2	SPP1	PRKAA2	AIFM3	XPO7	AGXT2L1	KCNJ2	FABP1	C13H2orf40	LOC100425713	LOC722397	LOC698852
CACNB2	STK32B	A2M	NPAS3	RAB27B	CTGF	ADAMTS1	LOC721789	PON3	LOC100424132	LOC716059	MYRIP	P2RX7	LOC706961	PRRT1	LOC698907	ATP2B4	BSCL2	LOC699459	SSTR1	RGS10	AASS	ALDOC	LOC707118	CLIP4	KLF9	PON3	MYO16	KLF9	ABCA8	STXBP3	LCP1	ZNF596	TMOD1	MST4	LOC716978	PLP1	SYT6	PDCL	ATP10A
NIM1	LOC100424862	LPAR5	ARHGEF3	SYT17	OLFM1	TWIST1	KLK6	LOC715339	LOC713730	TMEM196	DPY19L2	BAG3	LOC678699	GRIA4	LOC708784	HIGD1A	PYGM	CDH8	C5H4orf32	SLITRK4	UCP2	MGLL	KCNV1	RPAP1	LOC719863	SLC5A11	LOC100423984	LOC100428777	FGF1	LOC706480	NT5DC1	FAR1	CTSL2	SPATA22	LOC706570	LIX1	TRIM7	CAPN14	LOC100430310
GNAO1	SEPP1	SCRG1	LRP2	CAMKV	LOC715577	MRVI1	LOC721744	ITGA6	FAM196A	LOC721024	SOX8	FOLH1	LOC695315	LOC100427288	CABP4	UNC80	PTK2B	DSCAML1	LITAF	DGKG	LOC100430537	LOC100428333	LOC100423832	NCEH1	TBC1D1	MPDZ	TMEM100	TPD52L1	KLHL24	EYA1	LOC706042	NFASC	EGR2	LOC100423085	SERPING1	KCTD12	ITPR2	ZNF658	SLC39A12
LOC698057	ANO3	PIK3R1	ACTN2	WNT10B	NPTX2	C11orf17	ANXA11	ZNF599	ARHGEF3	NELL1	KYNU	C7H14orf142	CRH	LEPR	C9H10orf90	LOC717484	KCNE4	CXCL14	LPL	LOC721812	CTTNBP2	CCNA1	C2H3orf80	CBX7	PAG1	LOC717481	DHRS3	TRIM54	MTMR2	BHMT	SLC7A11	PTPN5	LILRA2	TRIQK	LOC696253	LOC699915	FSTL5	FRA10AC1	A2M
MAPT	NDRG2	CRH	DOCK7	C14H11orf87	PACSIN3	MCHR1	LOC710801	SLC5A11	ANK2	ME1	GALNTL6	S100A6	FAM70A	TSPAN16	RAB39	GANC	ECI2	ZNF704	TRPC4	CES2	ABI1	FGFR3	LOC702306	GADD45B	EAF2	ENPP4	PTPRT	ADAMTS3	BCL6	SAP30	ZDHHC14	PDZD2	GPRC5B	CD38	BOK	PPAPDC1A	ANGPT1	TMEM196	EDNRB
DSEL	NPY	LOC100427444	NET1	LOC708716	CYP26A1	WIPF1	RNPC3	FAM70A	NRXN1	PABPC5	LRRC3B	LOC704341	ANXA1	C1QL3	LOC100426570	LOC703104	DCN	FLRT2	GDPD2	LOC100424165	LOC699173	AXL	SERPINA3	C8H8orf46	LOC699173	NECAB1	LOC716670	ALDOC	CCDC122	KCNT2	RGS22	LOC701314	TAC1	SEPP1	LOC721581	SV2B	SLCO1C1	LPAR4	PTH2R
SHANK2	LOC720563	SLC17A6	CTTNBP2	LOC706473	C8orf34	NAPEPLD	LOC719568	EZR	CACNA1B	SCN2A	C13orf15	CD109	KCNE4	DHX58	LOC100429129	GREB1	VPS13D	ANTXR2	RASGEF1A	FGF1	ACTR3B	PKIB	MATN2	NQO1	LOC716524	GLOD4	GALNT3	RNF128	LOC100427543	CWF19L1	HDAC11	CPT1A	MAST3	LOC706419	ABCA8	CLU	LOC703781	LPL	LOC707227
DSCAM	LYN	SLAIN2	ARMCX3	LOC705656	LOC708335	ENPP2	ANXA4	BNC2	CELF3	AQP4	VRK2	SLC39A12	RAB27B	FAM19A1	ARF6	CES2	MIB2	FAM181B	GHR	ANO3	H2AFY2	RNF115	PLA2G5	SDS	COL8A2	LOC713855	LOC715354	GPR6	PON3	P2RY12	MOG	SLC35A5	LOC696005	TNFAIP6	MPZL3	RGS20	PDE3A	TMEM215	LOC707266
NCAM1	RASGRP1	DIRAS2	LNX2	LOC703647	SPRED2	LOC712485	SV2C	SPATA19	FAM134B	FRMPD4	DPP10	RASAL1	CX3CR1	LOC712303	CYP27A1	MGARP	LOC699931	SCN9A	AGT	PTGFR	LOC100429414	HTR2A	PREX2	PHF15	LOC100424882	VIM	CRYGA	PTPRM	COL5A2	LARP1B	RGS20	TMEM125	PTPLAD2	ACSM5	PLEKHG3	LOC100429414	DEPTOR	BHMT	DUSP14
ZEB2	ME1	RGS5	ACVR1C	SYNGR3	NCDN	RFTN1	LOC720072	FBXL5	GPR12	COL19A1	EIF1AX	SYCP3	PLCD3	ACTN2	SUPT16H	KCNA3	MOG	PLXNA4	LOC700258	LRRC8B	PDCL	FYCO1	ZNF831	FBXO32	SMIM5	ENO4	LOC100423985	ACTC1	CRYM	FAM102B	PACRG	ENOPH1	ADAMTS8	ZBTB38	SLC43A1	KCNJ10	TRPC3	LOC100426795	LOC100426334
LOC714408	ARHGAP20	SPOCK1	LOC100428914	CCDC80	DRP2	TNNI3K	LOC713855	AP3S2	SCN3B	LOC715864	FIBIN	INHBA	TDRD12	USP25	LOC706434	HNMT	SGMS1	LOC100428914	RGS20	LOC715577	PTX3	LOC707198	DUSP3	PAH	LOC694854	LOC709080	LOC100428796	LOC710257	LOC703140	DOCK7	MPP4	MCTP1	CBR3	LOC710690	LAMP2	CNTN2	LOC719036	RTCD1	CX3CR1
ERBB4	LOC718187	VIT	WSB1	ANGPT1	SLC4A10	ZSCAN12	TNNT2	LOC711108	TRIM36	FAM69A	GXYLT2	AHCTF1	ITPK1	MAP3K5	UNC45B	PAG1	PLD3	LOC708755	PPP2R2C	LOC715993	ZNF238	GALNT12	SLC24A4	HRH3	TUFT1	LOC722715	LOC712931	LOC100425626	GPR34	TBX3	LOC703515	CATSPER2	NQO1	TBC1D1	PLAC9	CRYM	MLC1	ZBTB44	LOC696872
MYO5B	GNB4	NEUROD1	ZNF721	LINGO2	DOCK10	PLAG1	SLC38A9	LOC705360	GABRB1	LOC700450	MED13	HHIP	SLC2A5	LOC708915	SUFU	PRPF19	LOC710911	ADCY1	CLDN11	CXCL14	LOC715354	MPHOSPH8	ALG6	ANKRD34C	TM4SF20	INSR	APBA1	LOC716237	DGKB	WDR35	ACSM5	TLL2	HLF	ZBTB10	PRKCQ	SNCB	MTMR9	ROBO1	FAM162A
LOC713688	TIMP3	RUFY3	PPP1R2	C6orf154	SNCA	POPDC3	GPR137C	HSD17B6	ZYG11B	KCTD8	PPP2R5A	C13orf36	LOC711525	LOC706051	ATF6B	LOC100430969	LOC720298	PTPRK	DRP2	STK17B	ETFA	ARHGAP36	SAMSN1	TPD52	RDH10	CCNA1	FLRT2	GFAP	RAP1B	ZNF638	P2RY12	TMC7	CALB1	USP53	LOC703764	CXCL14	RORB	ANKRD32	DHX58
DSCAML1	LHFP	CEP44	LOC100428051	DIRAS2	CACNG3	NEK7	ZBTB16	ELOVL7	LOC716670	FAM107A	RSPH1	STXBP3	LOC699459	EGR3	S1PR5	LOC707785	LOC714477	KCTD8	CXCL14	PTPRG	SLC7A11	KCNG3	LOC693542	SETD7	SLC25A34	DCBLD2	PLXNA2	RDH12	ZNF287	RTCD1	LOC706473	ME1	CACNA2D4	GCOM1	PPFIBP2	ANXA4	NTRK2	PDE3A	LOC678699
DOK6	ITGB5	LOC693620	SYCP3	RIMS2	ARHGAP26	STAMBPL1	ECI2	LOC709661	FAM49A	LOC708681	GPR12	SLCO1C1	PRDM5	TNFSF13B	C9H10orf120	LOC721986	ABHD12B	TCF4	GCHFR	AIFM3	SH3GLB2	LOC100429880	DCAF17	PYGM	DIO1	KLHDC1	ELMOD1	IGSF1	LGALS3	HSPA4L	LOC698067	HMGCLL1	SEC14L5	RFTN2	GLOD4	PPIC	DPYS	AHCTF1	UST
